# report v0.1.0 (Apr 13, 2023)
# Database: MetaSBT-Viruses
# Timestamp: 2023-04-17 15:13:36
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination	Mean strain heterogeneity
MSBT1693	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Wheat_dwarf_India_virus	0	1	0.009733	na	na	na
MSBT1625	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Paspalum_striate_mosaic_virus	0	2	0.014369	na	na	na
MSBT1826	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sporobolus_striate_mosaic_virus_2	0	1	0.009437	na	na	na
MSBT69	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_streak_virus	0	2	0.015883	na	na	na
MSBT2418	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Rice_latent_virus_1	0	2	0.009923	na	na	na
MSBT2794	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Maize_streak_dwarfing_virus	0	1	0.009873	na	na	na
MSBT64	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Tobacco_yellow_dwarf_virus	0	1	0.008968	na	na	na
MSBT2967	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Maldovirus|s__Apple_geminivirus_1	0	1	0.010166	na	na	na
MSBT2206	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Maldovirus|s__Grapevine_geminivirus_A	0	1	0.01013	na	na	na
MSBT2900	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Opunvirus|s__Opuntia_virus_1	0	1	0.010109	na	na	na
MSBT2513	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topilevirus|s__Tomato_apical_leaf_curl_virus	0	2	0.010817	na	na	na
MSBT2141	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Plantago_lanceolata_latent_virus	0	1	0.009873	na	na	na
MSBT1829	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Alfalfa_leaf_curl_virus	0	1	0.009369	na	na	na
MSBT1724	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__French_bean_severe_leaf_curl_virus	0	1	0.009526	na	na	na
MSBT2158	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Euphorbia_caput_medusae_latent_virus	0	2	0.012506	na	na	na
MSBT1419	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Eragrovirus|s__Eragrostis_curvula_streak_virus	0	2	0.014058	na	na	na
MSBT481	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topocuvirus|s__Tomato_pseudo_curly_top_virus	0	1	0.009923	na	na	na
MSBT457	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Horseradish_curly_top_virus	0	1	0.010692	na	na	na
MSBT1531	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Spinach_severe_curly_top_virus	0	1	0.01051	na	na	na
MSBT73	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Beet_curly_top_virus	0	9	0.020987	na	na	na
MSBT2385	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Pepper_yellow_dwarf_virus_Mexico	0	1	0.010259	na	na	na
MSBT585	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Milk_vetch_dwarf_virus	0	2	0.032452	na	na	na
MSBT1503	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Pea_necrotic_yellow_dwarf_virus	0	1	0.021341	na	na	na
MSBT2328	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Sophora_yellow_stunt_virus	0	1	0.020043	na	na	na
MSBT529	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Faba_bean_necrotic_yellows_virus	0	4	0.034012	na	na	na
MSBT2496	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Cow_vetch_latent_virus	0	1	0.022504	na	na	na
MSBT372	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Subterranean_clover_stunt_virus	0	2	0.021792	na	na	na
MSBT2795	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Parsley_severe_stunt_associated_virus	0	1	0.016734	na	na	na
MSBT2466	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Black_medic_leaf_roll_virus	0	3	0.036065	na	na	na
MSBT1055	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Faba_bean_necrotic_stunt_virus	0	2	0.032395	na	na	na
MSBT1905	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Pea_yellow_stunt_virus	0	1	0.021298	na	na	na
MSBT1614	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Picobiliphyte_sp_MS584_5_nanovirus	0	1	0.006342	na	na	na
MSBT1285	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Abaca_bunchy_top_virus	0	2	0.03125	na	na	na
MSBT282	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Banana_bunchy_top_virus	0	126	0.032985	na	na	na
MSBT1028	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Cardamom_bushy_dwarf_virus	0	1	0.020075	na	na	na
MSBT277	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Metaxyviridae|g__Cofodevirus|s__Coconut_foliar_decay_virus	0	1	0.004475	na	na	na
MSBT3057	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Rohanvirales|f__Nenyaviridae|g__Valinorvirus|s__Valinorvirus_arda	0	1	0.005684	na	na	na
MSBT3058	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Rohanvirales|f__Nenyaviridae|g__Valinorvirus|s__Valinorvirus_eriador	0	1	0.00611	na	na	na
MSBT2659	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Protobacilladnavirus|s__Chaetoceros_protobacilladnavirus_1	0	1	0.020429	na	na	na
MSBT2660	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Protobacilladnavirus|s__Chaetoceros_protobacilladnavirus_4	0	1	0.019245	na	na	na
MSBT2706	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Bacilladnavirus|s__Bacilladnavirus_sp	0	1	0.018147	na	na	na
MSBT2767	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus	0	10	0.024854	na	na	na
MSBT2637	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Camel_associated_porprismacovirus_3	0	1	0.009029	na	na	na
MSBT2651	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_7	0	1	0.009061	na	na	na
MSBT2644	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Lemur_associated_porprismacovirus_1	0	1	0.009211	na	na	na
MSBT2219	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Human_feces_associated_smacovirus	0	2	0.015489	na	na	na
MSBT1486	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Chimpanzee_stool_associated_circular_ssDNA_virus	0	4	0.016323	na	na	na
MSBT2636	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Camel_associated_porprismacovirus_2	0	1	0.008632	na	na	na
MSBT2146	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_stool_associated_circular_virus	0	2	0.009115	na	na	na
MSBT2642	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Howler_monkey_associated_porprismacovirus_1	0	1	0.008682	na	na	na
MSBT2654	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Rat_associated_porprismacovirus_1	0	1	0.008864	na	na	na
MSBT2640	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Chimpanzee_associated_porprismacovirus_2	0	1	0.009175	na	na	na
MSBT2641	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Gorilla_associated_porprismacovirus_1	0	1	0.008825	na	na	na
MSBT2770	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Macaca_mulatta_feces_associated_virus_6	0	1	0.008449	na	na	na
MSBT2655	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Turkey_associated_porprismacovirus_1	0	1	0.008603	na	na	na
MSBT2773	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Macaque_stool_associated_virus_12	0	1	0.008846	na	na	na
MSBT2717	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Fly_associated_circular_virus_3	0	1	0.00885	na	na	na
MSBT2649	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_5	0	1	0.009043	na	na	na
MSBT2652	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_8	0	1	0.008596	na	na	na
MSBT2645	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_1	0	1	0.008986	na	na	na
MSBT2768	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Macaca_mulatta_feces_associated_virus_1	0	1	0.008374	na	na	na
MSBT2772	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Macaca_mulatta_feces_associated_virus_9	0	1	0.008796	na	na	na
MSBT2650	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_6	0	1	0.009039	na	na	na
MSBT2639	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Chimpanzee_associated_porprismacovirus_1	0	1	0.00909	na	na	na
MSBT1934	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__PoSCV_Kor_J481	0	1	0.009054	na	na	na
MSBT2643	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Human_associated_porprismacovirus_2	0	1	0.008775	na	na	na
MSBT2769	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Macaca_mulatta_feces_associated_virus_5	0	1	0.005409	na	na	na
MSBT2647	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_3	0	1	0.008696	na	na	na
MSBT2638	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Camel_associated_porprismacovirus_4	0	1	0.009068	na	na	na
MSBT2648	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_4	0	1	0.008349	na	na	na
MSBT2635	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Camel_associated_porprismacovirus_1	0	1	0.009	na	na	na
MSBT2646	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_10	0	1	0.009411	na	na	na
MSBT2653	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_9	0	1	0.008918	na	na	na
MSBT2601	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Drosmacovirus|s__Camel_associated_drosmacovirus_1	0	1	0.008954	na	na	na
MSBT1767	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Drosmacovirus|s__Pig_stool_associated_circular_ssDNA_virus	0	8	0.011121	na	na	na
MSBT2602	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Drosmacovirus|s__Camel_associated_drosmacovirus_2	0	1	0.008982	na	na	na
MSBT2608	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Chicken_associated_huchismacovirus_2	0	1	0.008524	na	na	na
MSBT2607	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Chicken_associated_huchismacovirus_1	0	1	0.008435	na	na	na
MSBT2609	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_associated_huchismacovirus_1	0	1	0.008592	na	na	na
MSBT2019	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_smacovirus_1	0	19	0.019134	na	na	na
MSBT2610	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_associated_huchismacovirus_2	0	1	0.008614	na	na	na
MSBT2247	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Chicken_associated_smacovirus	0	6	0.023534	na	na	na
MSBT2611	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_associated_huchismacovirus_3	0	1	0.008614	na	na	na
MSBT1627	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Vilyaviridae|g__Glamdringvirus|s__Rodent_stool_associated_circular_genome_virus	0	17	0.023634	na	na	na
MSBT1567	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Cyclovirus_PKgoat21_PAK_2009	0	1	0.00641	na	na	na
MSBT2483	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_4	0	1	0.006367	na	na	na
MSBT2005	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_6	0	1	0.006178	na	na	na
MSBT2393	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_13	0	1	0.006324	na	na	na
MSBT2716	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Fly_associated_circular_virus_1	0	1	0.006045	na	na	na
MSBT1739	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_1	0	2	0.006113	na	na	na
MSBT1742	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_5	0	1	0.006274	na	na	na
MSBT2600	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Mouse_associated_cyclovirus_1	0	1	0.007802	na	na	na
MSBT2391	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_9	0	1	0.006178	na	na	na
MSBT2388	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_6	0	1	0.005888	na	na	na
MSBT1741	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_3	0	1	0.005985	na	na	na
MSBT2390	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_8	0	1	0.006081	na	na	na
MSBT2566	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus	0	1	0.006621	na	na	na
MSBT2006	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_7	0	1	0.006113	na	na	na
MSBT1740	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_2	0	1	0.006621	na	na	na
MSBT2718	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Spinybacked_orbweaver_circular_virus_2	0	1	0.005967	na	na	na
MSBT2478	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Cockroach_associated_cyclovirus_1	0	1	0.005992	na	na	na
MSBT2553	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Chicken_associated_cyclovirus_2	0	1	0.006206	na	na	na
MSBT2465	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Human_associated_cyclovirus_10	0	1	0.006253	na	na	na
MSBT2392	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_11	0	1	0.006453	na	na	na
MSBT2406	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Duck_associated_cyclovirus_1	0	5	0.009326	na	na	na
MSBT2007	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_8	0	1	0.006124	na	na	na
MSBT2830	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Rodent_associated_cyclovirus_1	0	1	0.006099	na	na	na
MSBT2831	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Rodent_associated_cyclovirus_2	0	1	0.006099	na	na	na
MSBT2482	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_3	0	1	0.006099	na	na	na
MSBT2389	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_7	0	1	0.008313	na	na	na
MSBT1947	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Cyclovirus_ZM36a	0	1	0.0065	na	na	na
MSBT2481	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Bat_associated_cyclovirus_2	0	1	0.006235	na	na	na
MSBT2271	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Molossus_molossus_circovirus_2	0	1	0.010685	na	na	na
MSBT1493	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_type_1_2a	0	3	0.006217	na	na	na
MSBT2429	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Giant_panda_circovirus_4	0	1	0.006296	na	na	na
MSBT2398	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_associated_circovirus_8	0	1	0.007237	na	na	na
MSBT2426	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Giant_panda_circovirus_1	0	1	0.009497	na	na	na
MSBT1159	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Starling_circovirus	0	3	0.008549	na	na	na
MSBT1887	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Anguilla_anguilla_circovirus	0	4	0.009229	na	na	na
MSBT1925	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Mink_circovirus	0	8	0.006314	na	na	na
MSBT2169	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_associated_circovirus_2	0	1	0.006267	na	na	na
MSBT1885	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Penaeus_monodon_circovirus_VN11	0	1	0.006149	na	na	na
MSBT2888	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Penguin_circovirus	0	1	0.006865	na	na	na
MSBT1708	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Canine_circovirus	0	80	0.015342	na	na	na
MSBT1946	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_like_virus_P1	0	16	0.002558	na	na	na
MSBT2754	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_associated_circovirus	0	1	0.006171	na	na	na
MSBT2829	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Rodent_associated_circovirus_6	0	1	0.005852	na	na	na
MSBT2049	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Zebra_finch_circovirus	0	6	0.011189	na	na	na
MSBT2428	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Giant_panda_circovirus_3	0	1	0.009039	na	na	na
MSBT2291	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Circovirus_sp	0	14	0.019703	na	na	na
MSBT1239	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Finch_circovirus	0	1	0.006643	na	na	na
MSBT2397	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_associated_circovirus_7	0	1	0.006721	na	na	na
MSBT760	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Canary_circovirus	0	1	0.006711	na	na	na
MSBT1238	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Gull_circovirus	0	5	0.008406	na	na	na
MSBT2396	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_associated_circovirus_6	0	1	0.006528	na	na	na
MSBT2002	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_circovirus_POA_2012_I	0	1	0.005634	na	na	na
MSBT743	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_1	0	64	0.009479	na	na	na
MSBT2564	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Mini_PCV_like_virus	0	1	0.002958	na	na	na
MSBT764	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Goose_circovirus	0	69	0.013536	na	na	na
