# report v0.1.0 (Apr 13, 2023)
# Database: MetaSBT-Viruses
# Timestamp: 2023-04-17 15:13:36
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination	Mean strain heterogeneity
MSBT453	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Artichoke_Italian_latent_virus	0	2	0.039953	na	na	na
MSBT245	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tomato_ringspot_virus	0	1	0.043266	na	na	na
MSBT579	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blackcurrant_reversion_virus	0	1	0.043169	na	na	na
MSBT2488	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Tunisian_ringspot_virus	0	1	0.019352	na	na	na
MSBT243	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_fanleaf_virus	0	1	0.036036	na	na	na
MSBT2626	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Potato_virus_U	0	1	0.034745	na	na	na
MSBT1969	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Mulberry_mosaic_leaf_roll_associated_virus	0	1	0.035657	na	na	na
MSBT242	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_chrome_mosaic_virus	0	1	0.037074	na	na	na
MSBT2287	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Aeonium_ringspot_virus	0	1	0.036398	na	na	na
MSBT1502	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Bulgarian_latent_virus	0	1	0.042522	na	na	na
MSBT969	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Anatolian_ringspot_virus	0	1	0.037825	na	na	na
MSBT385	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blueberry_leaf_mottle_virus	0	1	0.043237	na	na	na
MSBT2737	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Potato_virus_B	0	3	0.076161	na	na	na
MSBT283	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cherry_leaf_roll_virus	0	1	0.041187	na	na	na
MSBT2251	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Petunia_chlorotic_mottle_virus	0	1	0.03638	na	na	na
MSBT2239	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Soybean_latent_spherical_virus	0	1	0.040368	na	na	na
MSBT246	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tobacco_ringspot_virus	0	1	0.036401	na	na	na
MSBT828	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cycas_necrotic_stunt_virus	0	1	0.037925	na	na	na
MSBT241	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Arabis_mosaic_virus	0	1	0.036215	na	na	na
MSBT2625	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cassava_green_mottle_virus	0	1	0.009308	na	na	na
MSBT2293	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Arracacha_virus_A	0	1	0.036319	na	na	na
MSBT1620	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blueberry_latent_spherical_virus	0	1	0.041166	na	na	na
MSBT1448	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Melon_mild_mottle_virus	0	1	0.037145	na	na	na
MSBT982	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_deformation_virus	0	1	0.03595	na	na	na
MSBT1859	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Lettuce_necrotic_leaf_curl_virus	0	1	0.040089	na	na	na
MSBT1191	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_torrado_virus	0	1	0.039356	na	na	na
MSBT2126	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Squash_chlorotic_leaf_spot_virus	0	1	0.038451	na	na	na
MSBT1441	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_chocolate_spot_virus	0	1	0.040089	na	na	na
MSBT1929	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_necrotic_dwarf_virus	0	1	0.038197	na	na	na
MSBT1988	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Motherwort_yellow_mottle_virus	0	1	0.038519	na	na	na
MSBT1896	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Carrot_torradovirus_1	0	1	0.037982	na	na	na
MSBT1416	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Invictavirus|s__Solenopsis_invicta_virus_3	0	1	0.029969	na	na	na
MSBT2173	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Nyfulvavirus|s__Nylanderia_fulva_virus_1	0	2	0.049365	na	na	na
MSBT1645	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Spodoptera_exigua_iflavirus_1	0	1	0.033904	na	na	na
MSBT2266	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Bat_iflavirus	0	1	0.03468	na	na	na
MSBT820	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Perina_nuda_virus	0	1	0.031872	na	na	na
MSBT1623	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Lygus_lineolaris_virus_1	0	1	0.032456	na	na	na
MSBT1902	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Formica_exsecta_virus_2	0	1	0.029909	na	na	na
MSBT980	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Varroa_destructor_virus_1	0	1	0.033203	na	na	na
MSBT1966	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Lymantria_dispar_iflavirus_1	0	1	0.031744	na	na	na
MSBT2070	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Bombyx_mori_iflavirus	0	1	0.033257	na	na	na
MSBT1307	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Slow_bee_paralysis_virus	0	1	0.031186	na	na	na
MSBT889	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Deformed_wing_virus	0	1	0.031261	na	na	na
MSBT1782	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Nilaparvata_lugens_honeydew_virus_1	0	1	0.035793	na	na	na
MSBT2311	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Diamondback_moth_iflavirus	0	1	0.032176	na	na	na
MSBT1933	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Heliconius_erato_iflavirus	0	1	0.03199	na	na	na
MSBT2252	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Helicoverpa_armigera_iflavirus	0	1	0.031765	na	na	na
MSBT653	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Sacbrood_virus	0	1	0.02934	na	na	na
MSBT2435	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Armigeres_iflavirus	0	1	0.030474	na	na	na
MSBT2740	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Psammotettix_alienus_iflavirus_1	0	1	0.035439	na	na	na
MSBT1734	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Spodoptera_exigua_iflavirus_2	0	1	0.032066	na	na	na
MSBT1912	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Antheraea_pernyi_iflavirus	0	1	0.032563	na	na	na
MSBT288	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Infectious_flacherie_virus	0	1	0.032162	na	na	na
MSBT2205	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Moku_virus	0	1	0.032538	na	na	na
MSBT2963	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Acheta_domesticus_iflavirus	0	1	0.046746	na	na	na
MSBT1974	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Dinocampus_coccinellae_paralysis_virus	0	1	0.032663	na	na	na
MSBT1065	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Solenopsis_invicta_virus_1	0	1	0.026439	na	na	na
MSBT759	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Taura_syndrome_virus	0	1	0.03413	na	na	na
MSBT1064	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Israeli_acute_paralysis_virus	0	1	0.031132	na	na	na
MSBT1560	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Mud_crab_virus	0	1	0.033987	na	na	na
MSBT658	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Acute_bee_paralysis_virus	0	1	0.030735	na	na	na
MSBT593	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Kashmir_bee_virus	0	1	0.031436	na	na	na
MSBT657	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Black_queen_cell_virus	0	1	0.028499	na	na	na
MSBT575	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Plautia_stali_intestine_virus	0	1	0.028664	na	na	na
MSBT2676	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Homalodisca_coagulata_virus_1	0	1	0.030964	na	na	na
MSBT636	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Himetobi_P_virus	0	1	0.030585	na	na	na
MSBT676	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Triatoma_virus	0	1	0.029418	na	na	na
MSBT168	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Cricket_paralysis_virus	0	1	0.030284	na	na	na
MSBT1975	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Cripavirus_NB_1_2011_HUN	0	1	0.029361	na	na	na
MSBT2405	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Aphis_glycines_virus_3	0	1	0.031203	na	na	na
MSBT911	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Aphid_lethal_paralysis_virus	0	1	0.032091	na	na	na
MSBT583	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Rhopalosiphum_padi_virus	0	1	0.032924	na	na	na
MSBT541	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Drosophila_C_virus	0	1	0.030005	na	na	na
MSBT2111	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Anopheles_C_virus	0	1	0.029762	na	na	na
MSBT1703	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Sapovirus|s__Bat_sapovirus_TLC58_HK	0	1	0.025612	na	na	na
MSBT2274	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Sapovirus|s__Bat_sapovirus	0	1	0.024732	na	na	na
MSBT2127	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Nebovirus|s__Bovine_calicivirus_strain_Kirklareli	0	1	0.025158	na	na	na
MSBT1391	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__Rabbit_calicivirus_Australia_1_MIC_07	0	1	0.024965	na	na	na
MSBT153	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__Rabbit_hemorrhagic_disease_virus	0	1	0.024986	na	na	na
MSBT339	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__European_brown_hare_syndrome_virus	0	1	0.024986	na	na	na
MSBT1283	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Steller_sea_lion_vesivirus	0	1	0.027945	na	na	na
MSBT2275	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Hom_1_vesivirus	0	1	0.027959	na	na	na
MSBT154	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Feline_calicivirus	0	2	0.046267	na	na	na
MSBT1079	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Rabbit_vesivirus	0	1	0.027834	na	na	na
MSBT1993	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__San_Miguel_sea_lion_virus_8	0	1	0.028227	na	na	na
MSBT2038	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Vesivirus_ferret_badger_JX12_China_2012	0	1	0.028217	na	na	na
MSBT777	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Mink_calicivirus	0	1	0.028131	na	na	na
MSBT2198	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Primate_norovirus	0	1	0.025963	na	na	na
MSBT155	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Norwalk_virus	0	24	0.066628	na	na	na
MSBT2567	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Marmot_norovirus	0	1	0.021631	na	na	na
MSBT1081	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polemovirus|s__Poinsettia_latent_virus	0	1	0.01614	na	na	na
MSBT2112	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Alfalfa_enamovirus_1	0	1	0.019546	na	na	na
MSBT879	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Pea_enation_mosaic_virus_1	0	2	0.023638	na	na	na
MSBT2534	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Pepper_enamovirus	0	1	0.019374	na	na	na
MSBT2815	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Grapevine_enamovirus_1	0	3	0.032892	na	na	na
MSBT1820	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Citrus_vein_enation_virus	0	1	0.020472	na	na	na
MSBT2441	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Wheat_leaf_yellowing_associated_virus	0	1	0.01985	na	na	na
MSBT1549	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus	0	3	0.034155	na	na	na
MSBT656	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cucurbit_aphid_borne_yellows_virus	0	1	0.019503	na	na	na
MSBT2138	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Barley_virus_G	0	1	0.019256	na	na	na
MSBT1428	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Suakwa_aphid_borne_yellows_virus	0	1	0.019957	na	na	na
MSBT2314	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Tobacco_virus_2	0	1	0.020576	na	na	na
MSBT2819	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus_2	0	1	0.02059	na	na	na
MSBT740	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Turnip_yellows_virus	0	2	0.030724	na	na	na
MSBT1386	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Wheat_yellow_dwarf_virus_GPV	0	1	0.019406	na	na	na
MSBT1097	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cotton_leafroll_dwarf_virus	0	1	0.019993	na	na	na
MSBT1485	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_yellows_virus	0	2	0.02695	na	na	na
MSBT2289	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__African_eggplant_yellowing_virus	0	1	0.02034	na	na	na
MSBT739	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Beet_chlorosis_virus	0	1	0.019785	na	na	na
MSBT2295	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus_5	0	1	0.020887	na	na	na
MSBT2009	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Sauropus_yellowing_virus	0	1	0.019989	na	na	na
MSBT2217	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cowpea_polerovirus_1	0	1	0.019932	na	na	na
MSBT2216	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__White_clover_mottle_virus	0	1	0.021034	na	na	na
MSBT1914	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepo_aphid_borne_yellows_virus	0	2	0.022042	na	na	na
MSBT2632	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cereal_yellow_dwarf_virus_RPV	0	1	0.019667	na	na	na
MSBT972	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cereal_yellow_dwarf_virus_RPS	0	1	0.01941	na	na	na
MSBT2102	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Phasey_bean_mild_yellows_virus	0	1	0.01932	na	na	na
MSBT779	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Beet_mild_yellowing_virus	0	1	0.019735	na	na	na
MSBT1115	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Chickpea_chlorotic_stunt_virus	0	1	0.020304	na	na	na
MSBT160	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Beet_western_yellows_virus	0	1	0.019463	na	na	na
MSBT1313	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Melon_aphid_borne_yellows_virus	0	1	0.019438	na	na	na
MSBT1915	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Luffa_aphid_borne_yellows_virus	0	1	0.020061	na	na	na
MSBT580	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Carrot_red_leaf_virus	0	1	0.019639	na	na	na
MSBT662	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Sugarcane_yellow_leaf_virus	0	1	0.019918	na	na	na
MSBT1994	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Strawberry_polerovirus_1	0	1	0.020622	na	na	na
MSBT875	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Tobacco_vein_distorting_virus	0	1	0.019302	na	na	na
MSBT161	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Potato_leafroll_virus	0	2	0.023595	na	na	na
MSBT2711	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Faba_bean_polerovirus_1	0	1	0.019238	na	na	na
MSBT2218	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Cowpea_polerovirus_2	0	1	0.020336	na	na	na
MSBT2633	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Maize_yellow_dwarf_virus_RMV	0	1	0.019199	na	na	na
MSBT2787	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pumpkin_polerovirus	0	1	0.019746	na	na	na
MSBT415	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Cocksfoot_mottle_virus	0	2	0.016788	na	na	na
MSBT1204	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Sowbane_mosaic_virus	0	1	0.013697	na	na	na
MSBT718	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Ryegrass_mottle_virus	0	2	0.014774	na	na	na
MSBT275	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Subterranean_clover_mottle_virus	0	1	0.014766	na	na	na
MSBT1349	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Imperata_yellow_mottle_virus	0	1	0.015732	na	na	na
MSBT276	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Velvet_tobacco_mottle_virus	0	1	0.014774	na	na	na
MSBT274	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Solanum_nodiflorum_mottle_virus	0	1	0.014863	na	na	na
MSBT884	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Southern_cowpea_mosaic_virus	0	1	0.014613	na	na	na
MSBT1466	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Papaya_lethal_yellowing_virus	0	1	0.014344	na	na	na
MSBT2866	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Physalis_rugose_mosaic_virus	0	1	0.014344	na	na	na
MSBT927	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Turnip_rosette_virus	0	2	0.014334	na	na	na
MSBT1666	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Artemisia_virus_A	0	1	0.014326	na	na	na
MSBT2020	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Cymbidium_chlorotic_mosaic_virus	0	1	0.014155	na	na	na
