# report v0.1.0 (Mar 6, 2023)
# Database: MetaSBT-Viruses
# Timestamp: 2023-03-30 17:10:30.520239
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination	Mean strain heterogeneity
MSBT2836	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Karnataka_virus_3	0	1	0.000193	0.0	0.0	0.0
MSBT1150	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cabbage_leaf_curl_Jamaica_virus	0	1	0.000968	0.0	0.0	0.0
MSBT2422	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_chlorotic_leaf_curl_virus	0	1	0.000975	0.0	0.0	0.0
MSBT1777	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mottle_wrinkle_virus	0	1	0.0011	0.0	0.0	0.0
MSBT1522	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_bright_yellow_mottle_virus	0	1	0.000189	0.0	0.0	0.0
MSBT874	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_mosaic_virus	0	1	0.000182	0.0	0.0	0.0
MSBT1630	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Catharanthus_yellow_mosaic_virus	0	1	0.000196	0.0	0.0	0.0
MSBT2838	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_severe_leaf_curl_Kalakada_virus	0	1	0.000179	0.0	0.0	0.0
MSBT965	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_New_Delhi_virus	0	1	0.001018	0.0	0.0	0.0
MSBT499	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cotton_leaf_curl_virus	0	1	0.000246	0.0	0.0	0.0
MSBT1931	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Jatropha_yellow_mosaic_virus	0	1	0.000175	0.0	0.0	0.0
MSBT2246	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pea_leaf_distortion_virus	0	1	0.000107	0.0	0.0	0.0
MSBT2591	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Whitefly_associated_begomovirus_7	0	1	0.000189	0.0	0.0	0.0
MSBT1201	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malvastrum_yellow_mosaic_virus	0	1	0.000136	0.0	0.0	0.0
MSBT1557	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_mosaic_Bolivia_virus_2	0	1	0.001143	0.0	0.0	0.0
MSBT1173	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Boerhavia_yellow_spot_virus	0	1	0.000207	0.0	0.0	0.0
MSBT1358	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_leaf_curl_virus	0	1	0.000157	0.0	0.0	0.0
MSBT967	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mosaic_Havana_virus	0	1	0.001132	0.0	0.0	0.0
MSBT1442	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Hainan_virus	0	3	0.000322	0.0	0.0	0.0
MSBT897	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Stachytarpheta_leaf_curl_virus	0	1	0.000186	0.0	0.0	0.0
MSBT1873	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Saudi_virus	0	1	0.000246	0.0	0.0	0.0
MSBT659	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_severe_leaf_curl_virus	0	3	0.0003	0.0	0.0	0.0
MSBT1136	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_leaf_curl_virus	0	1	0.000129	0.0	0.0	0.0
MSBT1732	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Datura_leaf_distortion_virus	0	1	0.000639	0.0	0.0	0.0
MSBT1381	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tobacco_yellow_crinkle_virus	0	1	0.001118	0.0	0.0	0.0
MSBT1357	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_common_mosaic_virus	0	1	0.000186	0.0	0.0	0.0
MSBT2895	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bean_latent_virus	0	1	0.001204	0.0	0.0	0.0
MSBT1610	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_mosaic_Alagoas_virus	0	1	0.001115	0.0	0.0	0.0
MSBT1571	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Hollyhock_yellow_vein_mosaic_virus	0	4	0.000425	0.0	0.0	0.0
MSBT726	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Sardinia_virus	0	1	0.000261	0.0	0.0	0.0
MSBT1217	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Clerodendron_golden_mosaic_virus	0	1	0.001118	0.0	0.0	0.0
MSBT1221	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Vietnam_virus	0	1	0.000154	0.0	0.0	0.0
MSBT1524	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Chino_del_tomate_Amazonas_virus	0	1	0.000118	0.0	0.0	0.0
MSBT1575	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Hanoi_virus	0	1	0.000193	0.0	0.0	0.0
MSBT2359	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Jacquemontia_yellow_vein_virus	0	1	0.000947	0.0	0.0	0.0
MSBT2590	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Whitefly_associated_begomovirus_6	0	1	0.000182	0.0	0.0	0.0
MSBT949	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Macroptilium_yellow_mosaic_Florida_virus	0	1	0.001218	0.0	0.0	0.0
MSBT1418	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Sulawesi_virus	0	1	0.000236	0.0	0.0	0.0
MSBT1227	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Becurtovirus|s__Beet_curly_top_Iran_virus	0	4	0.000764	0.0	0.0	0.0
MSBT1572	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Becurtovirus|s__Spinach_curly_top_Arizona_virus	0	1	0.000264	0.0	0.0	0.0
MSBT2558	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Citlodavirus|s__Camellia_chlorotic_dwarf_associated_virus	0	1	0.000329	0.0	0.0	0.0
MSBT1718	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Citlodavirus|s__Citrus_chlorotic_dwarf_associated_virus	0	1	0.000314	0.0	0.0	0.0
MSBT2569	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Citlodavirus|s__Passion_fruit_chlorotic_mottle_virus	0	1	0.000429	0.0	0.0	0.0
MSBT1526	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Turncurtovirus|s__Turnip_curly_top_virus	0	4	0.00055	0.0	0.0	0.0
MSBT2703	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Turncurtovirus|s__Sesame_yellow_mosaic_virus	0	1	0.000239	0.0	0.0	0.0
MSBT2109	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Turncurtovirus|s__Turnip_leaf_roll_virus	0	1	0.000232	0.0	0.0	0.0
MSBT2858	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sorghum_arundinaceum_associated_virus	0	1	0.0002	0.0	0.0	0.0
MSBT1310	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorotic_dwarf_virus	0	5	0.0005	0.0	0.0	0.0
MSBT1325	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Eragrostis_streak_virus	0	1	0.000118	0.0	0.0	0.0
MSBT1542	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_redleaf_virus	0	1	0.000225	0.0	0.0	0.0
MSBT58	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chloris_striate_mosaic_virus	0	1	0.000171	0.0	0.0	0.0
MSBT2853	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_redleaf_virus_2	0	1	0.000246	0.0	0.0	0.0
MSBT1926	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Axonopus_compressus_streak_virus	0	1	0.000218	0.0	0.0	0.0
MSBT1348	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Urochloa_streak_virus	0	1	0.000164	0.0	0.0	0.0
MSBT1768	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Dragonfly_associated_mastrevirus	0	2	0.000186	0.0	0.0	0.0
MSBT61	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Panicum_streak_virus	0	9	0.000922	0.0	0.0	0.0
MSBT516	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Bean_yellow_dwarf_virus	0	1	0.000161	0.0	0.0	0.0
MSBT1712	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Digitaria_ciliaris_striate_mosaic_virus	0	2	0.000239	0.0	0.0	0.0
MSBT1938	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_white_streak_virus	0	1	0.000189	0.0	0.0	0.0
MSBT1465	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Saccharum_streak_virus	0	1	0.000179	0.0	0.0	0.0
MSBT67	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Wheat_dwarf_virus	0	6	0.000457	0.0	0.0	0.0
MSBT1825	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sporobolus_striate_mosaic_virus_1	0	1	0.000221	0.0	0.0	0.0
MSBT1543	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Digitaria_didactyla_striate_mosaic_virus	0	1	0.000154	0.0	0.0	0.0
MSBT606	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_streak_Egypt_virus	0	1	0.000168	0.0	0.0	0.0
MSBT2172	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_striate_virus	0	2	0.000282	0.0	0.0	0.0
MSBT1327	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Oat_dwarf_virus	0	1	0.000221	0.0	0.0	0.0
MSBT1684	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_yellows_virus	0	1	0.000189	0.0	0.0	0.0
MSBT1562	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Bromus_catharticus_striate_mosaic_virus	0	1	0.000207	0.0	0.0	0.0
MSBT1824	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorosis_Australia_virus	0	1	0.000236	0.0	0.0	0.0
MSBT1711	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Paspalum_dilatatum_striate_mosaic_virus	0	1	0.000211	0.0	0.0	0.0
MSBT2229	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_chlorotic_streak_virus	0	1	0.000189	0.0	0.0	0.0
MSBT59	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Maize_streak_virus	0	12	0.001172	0.0	0.0	0.0
MSBT1702	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Maize_streak_Reunion_virus	0	1	0.0002	0.0	0.0	0.0
MSBT70	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Digitaria_streak_virus	0	1	0.000236	0.0	0.0	0.0
MSBT630	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_streak_Reunion_virus	0	2	0.00025	0.0	0.0	0.0
MSBT2857	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Eleusine_indica_associated_virus	0	1	0.000189	0.0	0.0	0.0
MSBT2419	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Rice_latent_virus_2	0	1	0.000193	0.0	0.0	0.0
MSBT60	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Miscanthus_streak_virus	0	1	0.000189	0.0	0.0	0.0
MSBT1599	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Eragrostis_minor_streak_virus	0	1	0.000164	0.0	0.0	0.0
MSBT2453	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Maize_striate_mosaic_virus	0	2	0.000175	0.0	0.0	0.0
MSBT1998	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_yellow_dwarf_virus	0	1	0.000218	0.0	0.0	0.0
MSBT1409	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sweet_potato_symptomless_virus_1	0	2	0.000347	0.0	0.0	0.0
MSBT1693	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Wheat_dwarf_India_virus	0	1	0.000146	0.0	0.0	0.0
MSBT1625	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Paspalum_striate_mosaic_virus	0	2	0.000279	0.0	0.0	0.0
MSBT1826	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sporobolus_striate_mosaic_virus_2	0	1	0.000218	0.0	0.0	0.0
MSBT69	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_streak_virus	0	2	0.000354	0.0	0.0	0.0
MSBT2418	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Rice_latent_virus_1	0	2	0.00015	0.0	0.0	0.0
MSBT2794	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Maize_streak_dwarfing_virus	0	1	0.000225	0.0	0.0	0.0
MSBT64	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Tobacco_yellow_dwarf_virus	0	1	0.000186	0.0	0.0	0.0
MSBT2967	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Maldovirus|s__Apple_geminivirus_1	0	1	0.000221	0.0	0.0	0.0
MSBT2206	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Maldovirus|s__Grapevine_geminivirus_A	0	1	0.000196	0.0	0.0	0.0
MSBT2900	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Opunvirus|s__Opuntia_virus_1	0	1	0.000307	0.0	0.0	0.0
MSBT2513	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topilevirus|s__Tomato_apical_leaf_curl_virus	0	2	0.000332	0.0	0.0	0.0
MSBT2141	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Plantago_lanceolata_latent_virus	0	1	0.000171	0.0	0.0	0.0
MSBT1829	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Alfalfa_leaf_curl_virus	0	1	0.000375	0.0	0.0	0.0
MSBT1724	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__French_bean_severe_leaf_curl_virus	0	1	0.000289	0.0	0.0	0.0
MSBT2158	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Euphorbia_caput_medusae_latent_virus	0	2	0.000461	0.0	0.0	0.0
MSBT1419	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Eragrovirus|s__Eragrostis_curvula_streak_virus	0	2	0.000339	0.0	0.0	0.0
MSBT481	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topocuvirus|s__Tomato_pseudo_curly_top_virus	0	1	0.000246	0.0	0.0	0.0
MSBT457	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Horseradish_curly_top_virus	0	1	0.000239	0.0	0.0	0.0
MSBT1531	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Spinach_severe_curly_top_virus	0	1	0.000357	0.0	0.0	0.0
MSBT73	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Beet_curly_top_virus	0	9	0.001404	0.0	0.0	0.0
MSBT2385	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Curtovirus|s__Pepper_yellow_dwarf_virus_Mexico	0	1	0.000264	0.0	0.0	0.0
MSBT585	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Milk_vetch_dwarf_virus	0	2	0.004865	0.0	0.0	0.0
MSBT1503	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Pea_necrotic_yellow_dwarf_virus	0	1	0.003247	0.0	0.0	0.0
MSBT2328	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Sophora_yellow_stunt_virus	0	1	0.004576	0.0	0.0	0.0
MSBT529	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Faba_bean_necrotic_yellows_virus	0	4	0.007948	0.0	0.0	0.0
MSBT2496	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Cow_vetch_latent_virus	0	1	0.002976	0.0	0.0	0.0
MSBT372	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Subterranean_clover_stunt_virus	0	2	0.004272	0.0	0.0	0.0
MSBT2795	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Parsley_severe_stunt_associated_virus	0	1	0.00299	0.0	0.0	0.0
MSBT2466	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Black_medic_leaf_roll_virus	0	3	0.006644	0.0	0.0	0.0
MSBT1055	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Faba_bean_necrotic_stunt_virus	0	2	0.006341	0.0	0.0	0.0
MSBT1905	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Pea_yellow_stunt_virus	0	1	0.002836	0.0	0.0	0.0
MSBT1614	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Nanovirus|s__Picobiliphyte_sp_MS584_5_nanovirus	0	1	0.000161	0.0	0.0	0.0
MSBT1285	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Abaca_bunchy_top_virus	0	2	0.004369	0.0	0.0	0.0
MSBT282	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Banana_bunchy_top_virus	0	126	0.011299	0.0	0.0	0.0
MSBT1028	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Nanoviridae|g__Babuvirus|s__Cardamom_bushy_dwarf_virus	0	1	0.001833	0.0	0.0	0.0
MSBT277	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Mulpavirales|f__Metaxyviridae|g__Cofodevirus|s__Coconut_foliar_decay_virus	0	1	0.0001	0.0	0.0	0.0
MSBT3057	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Rohanvirales|f__Nenyaviridae|g__Valinorvirus|s__Valinorvirus_arda	0	1	0.000136	0.0	0.0	0.0
MSBT3058	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Rohanvirales|f__Nenyaviridae|g__Valinorvirus|s__Valinorvirus_eriador	0	1	0.000118	0.0	0.0	0.0
MSBT2659	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Protobacilladnavirus|s__Chaetoceros_protobacilladnavirus_1	0	1	0.00075	0.0	0.0	0.0
MSBT2660	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Protobacilladnavirus|s__Chaetoceros_protobacilladnavirus_4	0	1	0.000693	0.0	0.0	0.0
MSBT2706	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Baphyvirales|f__Bacilladnaviridae|g__Bacilladnavirus|s__Bacilladnavirus_sp	0	1	0.000532	0.0	0.0	0.0
MSBT2767	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus	0	10	0.001522	0.0	0.0	0.0
MSBT2637	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Camel_associated_porprismacovirus_3	0	1	0.000121	0.0	0.0	0.0
MSBT2651	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_associated_porprismacovirus_7	0	1	0.000164	0.0	0.0	0.0
MSBT2644	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Lemur_associated_porprismacovirus_1	0	1	0.000214	0.0	0.0	0.0
MSBT2219	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Human_feces_associated_smacovirus	0	2	0.000329	0.0	0.0	0.0
MSBT1486	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Chimpanzee_stool_associated_circular_ssDNA_virus	0	4	0.000332	0.0	0.0	0.0
