# report v0.1.0 (Mar 6, 2023)
# Database: MetaSBT-Viruses
# Timestamp: 2023-03-30 17:10:30.520239
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination	Mean strain heterogeneity
MSBT2265	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Sapelovirus|s__Bat_sapelovirus	0	1	0.001629	0.0	0.0	0.0
MSBT2943	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Gruhelivirus|s__Gruhelivirus_A	0	1	0.001029	0.0	0.0	0.0
MSBT2974	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Grusopivirus|s__Grusopivirus_C	0	1	0.00159	0.0	0.0	0.0
MSBT2945	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Grusopivirus|s__Grusopivirus_B	0	1	0.001611	0.0	0.0	0.0
MSBT2944	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Grusopivirus|s__Grusopivirus_A	0	1	0.002233	0.0	0.0	0.0
MSBT2244	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Sicinivirus|s__Sicinivirus_sp	0	3	0.00428	0.0	0.0	0.0
MSBT2098	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Sicinivirus|s__Sicinivirus_A	0	6	0.007948	0.0	0.0	0.0
MSBT463	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sadwavirus|s__Satsuma_dwarf_virus	0	1	0.004094	0.0	0.0	0.0
MSBT2662	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sadwavirus|s__Dioscorea_mosaic_associated_virus	0	1	0.00234	0.0	0.0	0.0
MSBT1649	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sadwavirus|s__Chocolate_lily_virus_A	0	1	0.002522	0.0	0.0	0.0
MSBT814	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sadwavirus|s__Strawberry_mottle_virus	0	1	0.005573	0.0	0.0	0.0
MSBT1184	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sadwavirus|s__Black_raspberry_necrosis_virus	0	1	0.004683	0.0	0.0	0.0
MSBT1462	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sequivirus|s__Carrot_necrotic_dieback_virus	0	1	0.002283	0.0	0.0	0.0
MSBT289	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sequivirus|s__Parsnip_yellow_fleck_virus	0	1	0.002033	0.0	0.0	0.0
MSBT1018	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Cheravirus|s__Arracacha_virus_B	0	2	0.003054	0.0	0.0	0.0
MSBT674	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Cheravirus|s__Apple_latent_spherical_virus	0	1	0.002561	0.0	0.0	0.0
MSBT896	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Cheravirus|s__Cherry_rasp_leaf_virus	0	1	0.002465	0.0	0.0	0.0
MSBT1927	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Cheravirus|s__Currant_latent_virus	0	1	0.002265	0.0	0.0	0.0
MSBT355	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Waikavirus|s__Rice_tungro_spherical_virus	0	1	0.002822	0.0	0.0	0.0
MSBT489	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Waikavirus|s__Maize_chlorotic_dwarf_virus	0	1	0.002776	0.0	0.0	0.0
MSBT2086	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Waikavirus|s__Bellflower_vein_chlorosis_virus	0	1	0.002751	0.0	0.0	0.0
MSBT236	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Red_clover_mottle_virus	0	1	0.002179	0.0	0.0	0.0
MSBT728	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean_rugose_mosaic_virus	0	1	0.002179	0.0	0.0	0.0
MSBT235	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Cowpea_severe_mosaic_virus	0	1	0.002308	0.0	0.0	0.0
MSBT238	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Cowpea_mosaic_virus	0	1	0.002208	0.0	0.0	0.0
MSBT234	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean_pod_mottle_virus	0	1	0.003194	0.0	0.0	0.0
MSBT237	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Squash_mosaic_virus	0	1	0.001808	0.0	0.0	0.0
MSBT1114	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Radish_mosaic_virus	0	1	0.002354	0.0	0.0	0.0
MSBT233	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Andean_potato_mottle_virus	0	1	0.002211	0.0	0.0	0.0
MSBT1434	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Broad_bean_true_mosaic_virus	0	1	0.002579	0.0	0.0	0.0
MSBT1229	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Turnip_ringspot_virus	0	1	0.002629	0.0	0.0	0.0
MSBT1664	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Cucurbit_mild_mosaic_virus	0	1	0.002036	0.0	0.0	0.0
MSBT2153	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Grapevine_fabavirus	0	1	0.001654	0.0	0.0	0.0
MSBT1900	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Lamium_mild_mosaic_virus	0	1	0.002408	0.0	0.0	0.0
MSBT485	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Broad_bean_wilt_virus_1	0	1	0.002201	0.0	0.0	0.0
MSBT849	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Gentian_mosaic_virus	0	2	0.004012	0.0	0.0	0.0
MSBT2159	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Prunus_virus_F	0	2	0.00354	0.0	0.0	0.0
MSBT2464	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Fabavirus|s__Peach_leaf_pitting_associated_virus	0	1	0.002376	0.0	0.0	0.0
MSBT244	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tomato_black_ring_virus	0	1	0.004069	0.0	0.0	0.0
MSBT291	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Raspberry_ringspot_virus	0	1	0.003365	0.0	0.0	0.0
MSBT1019	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Potato_black_ringspot_virus	0	2	0.004008	0.0	0.0	0.0
MSBT453	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Artichoke_Italian_latent_virus	0	2	0.003426	0.0	0.0	0.0
MSBT245	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tomato_ringspot_virus	0	1	0.009738	0.0	0.0	0.0
MSBT579	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blackcurrant_reversion_virus	0	1	0.005676	0.0	0.0	0.0
MSBT2488	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Tunisian_ringspot_virus	0	1	0.001175	0.0	0.0	0.0
MSBT243	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_fanleaf_virus	0	1	0.002658	0.0	0.0	0.0
MSBT2626	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Potato_virus_U	0	1	0.002765	0.0	0.0	0.0
MSBT1969	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Mulberry_mosaic_leaf_roll_associated_virus	0	1	0.002536	0.0	0.0	0.0
MSBT242	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_chrome_mosaic_virus	0	1	0.003365	0.0	0.0	0.0
MSBT2287	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Aeonium_ringspot_virus	0	1	0.003912	0.0	0.0	0.0
MSBT1502	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Bulgarian_latent_virus	0	1	0.003433	0.0	0.0	0.0
MSBT969	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_Anatolian_ringspot_virus	0	1	0.003651	0.0	0.0	0.0
MSBT385	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blueberry_leaf_mottle_virus	0	1	0.002711	0.0	0.0	0.0
MSBT2737	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Potato_virus_B	0	3	0.006216	0.0	0.0	0.0
MSBT283	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cherry_leaf_roll_virus	0	1	0.007959	0.0	0.0	0.0
MSBT2251	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Petunia_chlorotic_mottle_virus	0	1	0.003319	0.0	0.0	0.0
MSBT2239	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Soybean_latent_spherical_virus	0	1	0.007455	0.0	0.0	0.0
MSBT246	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tobacco_ringspot_virus	0	1	0.003436	0.0	0.0	0.0
MSBT828	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cycas_necrotic_stunt_virus	0	1	0.004033	0.0	0.0	0.0
MSBT241	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Arabis_mosaic_virus	0	1	0.002647	0.0	0.0	0.0
MSBT2625	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cassava_green_mottle_virus	0	1	0.000182	0.0	0.0	0.0
MSBT2293	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Arracacha_virus_A	0	1	0.00274	0.0	0.0	0.0
MSBT1620	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blueberry_latent_spherical_virus	0	1	0.00793	0.0	0.0	0.0
MSBT1448	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Melon_mild_mottle_virus	0	1	0.003079	0.0	0.0	0.0
MSBT982	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Grapevine_deformation_virus	0	1	0.002861	0.0	0.0	0.0
MSBT1859	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Lettuce_necrotic_leaf_curl_virus	0	1	0.004619	0.0	0.0	0.0
MSBT1191	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_torrado_virus	0	1	0.005869	0.0	0.0	0.0
MSBT2126	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Squash_chlorotic_leaf_spot_virus	0	1	0.002626	0.0	0.0	0.0
MSBT1441	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_chocolate_spot_virus	0	1	0.003662	0.0	0.0	0.0
MSBT1929	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Tomato_necrotic_dwarf_virus	0	1	0.00399	0.0	0.0	0.0
MSBT1988	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Motherwort_yellow_mottle_virus	0	1	0.003415	0.0	0.0	0.0
MSBT1896	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Torradovirus|s__Carrot_torradovirus_1	0	1	0.003401	0.0	0.0	0.0
MSBT1416	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Invictavirus|s__Solenopsis_invicta_virus_3	0	1	0.004833	0.0	0.0	0.0
MSBT2173	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Nyfulvavirus|s__Nylanderia_fulva_virus_1	0	2	0.003865	0.0	0.0	0.0
MSBT1645	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Spodoptera_exigua_iflavirus_1	0	1	0.00229	0.0	0.0	0.0
MSBT2266	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Bat_iflavirus	0	1	0.002104	0.0	0.0	0.0
MSBT820	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Perina_nuda_virus	0	1	0.00144	0.0	0.0	0.0
MSBT1623	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Lygus_lineolaris_virus_1	0	1	0.001415	0.0	0.0	0.0
MSBT1902	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Formica_exsecta_virus_2	0	1	0.002143	0.0	0.0	0.0
MSBT980	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Varroa_destructor_virus_1	0	1	0.002172	0.0	0.0	0.0
MSBT1966	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Lymantria_dispar_iflavirus_1	0	1	0.002751	0.0	0.0	0.0
MSBT2070	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Bombyx_mori_iflavirus	0	1	0.002179	0.0	0.0	0.0
MSBT1307	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Slow_bee_paralysis_virus	0	1	0.002054	0.0	0.0	0.0
MSBT889	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Deformed_wing_virus	0	1	0.002122	0.0	0.0	0.0
MSBT1782	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Nilaparvata_lugens_honeydew_virus_1	0	1	0.002583	0.0	0.0	0.0
MSBT2311	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Diamondback_moth_iflavirus	0	1	0.001461	0.0	0.0	0.0
MSBT1933	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Heliconius_erato_iflavirus	0	1	0.002647	0.0	0.0	0.0
MSBT2252	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Helicoverpa_armigera_iflavirus	0	1	0.003036	0.0	0.0	0.0
MSBT653	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Sacbrood_virus	0	1	0.00175	0.0	0.0	0.0
MSBT2435	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Armigeres_iflavirus	0	1	0.002079	0.0	0.0	0.0
MSBT2740	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Psammotettix_alienus_iflavirus_1	0	1	0.00239	0.0	0.0	0.0
MSBT1734	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Spodoptera_exigua_iflavirus_2	0	1	0.001361	0.0	0.0	0.0
MSBT1912	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Antheraea_pernyi_iflavirus	0	1	0.002693	0.0	0.0	0.0
MSBT288	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Infectious_flacherie_virus	0	1	0.00174	0.0	0.0	0.0
MSBT2205	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Moku_virus	0	1	0.002404	0.0	0.0	0.0
MSBT2963	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Acheta_domesticus_iflavirus	0	1	0.014589	0.0	0.0	0.0
MSBT1974	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Iflaviridae|g__Iflavirus|s__Dinocampus_coccinellae_paralysis_virus	0	1	0.002876	0.0	0.0	0.0
MSBT1065	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Solenopsis_invicta_virus_1	0	1	0.001568	0.0	0.0	0.0
MSBT759	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Taura_syndrome_virus	0	1	0.001765	0.0	0.0	0.0
MSBT1064	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Israeli_acute_paralysis_virus	0	1	0.002118	0.0	0.0	0.0
MSBT1560	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Mud_crab_virus	0	1	0.002415	0.0	0.0	0.0
MSBT658	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Acute_bee_paralysis_virus	0	1	0.002376	0.0	0.0	0.0
MSBT593	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Kashmir_bee_virus	0	1	0.001965	0.0	0.0	0.0
MSBT657	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Black_queen_cell_virus	0	1	0.001557	0.0	0.0	0.0
MSBT575	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Plautia_stali_intestine_virus	0	1	0.002025	0.0	0.0	0.0
MSBT2676	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Homalodisca_coagulata_virus_1	0	1	0.001754	0.0	0.0	0.0
MSBT636	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Himetobi_P_virus	0	1	0.001868	0.0	0.0	0.0
MSBT676	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Triatovirus|s__Triatoma_virus	0	1	0.002118	0.0	0.0	0.0
MSBT168	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Cricket_paralysis_virus	0	1	0.0019	0.0	0.0	0.0
MSBT1975	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Cripavirus_NB_1_2011_HUN	0	1	0.002415	0.0	0.0	0.0
MSBT2405	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Aphis_glycines_virus_3	0	1	0.001883	0.0	0.0	0.0
MSBT911	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Aphid_lethal_paralysis_virus	0	1	0.002183	0.0	0.0	0.0
MSBT583	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Rhopalosiphum_padi_virus	0	1	0.002161	0.0	0.0	0.0
MSBT541	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Drosophila_C_virus	0	1	0.002336	0.0	0.0	0.0
MSBT2111	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Dicistroviridae|g__Cripavirus|s__Anopheles_C_virus	0	1	0.00155	0.0	0.0	0.0
MSBT1703	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Sapovirus|s__Bat_sapovirus_TLC58_HK	0	1	0.001436	0.0	0.0	0.0
MSBT2274	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Sapovirus|s__Bat_sapovirus	0	1	0.00149	0.0	0.0	0.0
MSBT2127	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Nebovirus|s__Bovine_calicivirus_strain_Kirklareli	0	1	0.001175	0.0	0.0	0.0
MSBT1391	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__Rabbit_calicivirus_Australia_1_MIC_07	0	1	0.00119	0.0	0.0	0.0
MSBT153	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__Rabbit_hemorrhagic_disease_virus	0	1	0.001175	0.0	0.0	0.0
MSBT339	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Lagovirus|s__European_brown_hare_syndrome_virus	0	1	0.001207	0.0	0.0	0.0
MSBT1283	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Steller_sea_lion_vesivirus	0	1	0.0013	0.0	0.0	0.0
MSBT2275	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Hom_1_vesivirus	0	1	0.001557	0.0	0.0	0.0
MSBT154	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Feline_calicivirus	0	2	0.00224	0.0	0.0	0.0
MSBT1079	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Rabbit_vesivirus	0	1	0.00134	0.0	0.0	0.0
MSBT1993	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__San_Miguel_sea_lion_virus_8	0	1	0.00155	0.0	0.0	0.0
MSBT2038	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Vesivirus_ferret_badger_JX12_China_2012	0	1	0.001286	0.0	0.0	0.0
MSBT777	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Vesivirus|s__Mink_calicivirus	0	1	0.00145	0.0	0.0	0.0
MSBT2198	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Primate_norovirus	0	1	0.001272	0.0	0.0	0.0
MSBT155	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Norwalk_virus	0	24	0.022559	0.0	0.0	0.0
MSBT2567	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Caliciviridae|g__Norovirus|s__Marmot_norovirus	0	1	0.001115	0.0	0.0	0.0
MSBT1081	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polemovirus|s__Poinsettia_latent_virus	0	1	0.000322	0.0	0.0	0.0
MSBT2112	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Alfalfa_enamovirus_1	0	1	0.000689	0.0	0.0	0.0
MSBT879	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Pea_enation_mosaic_virus_1	0	2	0.000825	0.0	0.0	0.0
MSBT2534	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Pepper_enamovirus	0	1	0.000632	0.0	0.0	0.0
MSBT2815	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Grapevine_enamovirus_1	0	3	0.001282	0.0	0.0	0.0
MSBT1820	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Citrus_vein_enation_virus	0	1	0.000657	0.0	0.0	0.0
